,languages,num_speakers,low_eng_prof,speaker_perc,low_prof_perc,group_labels,subgroup_labels
198,..Ottawa,965,155,3.310639363642007e-06,5.317607268026021e-07,ALL OTHER LANGUAGES,.Other Native North American languages
199,..Passamaquoddy,845,55,2.8989536396657986e-06,1.8868929015576205e-07,ALL OTHER LANGUAGES,.Other Native North American languages
200,..Penobscot,75,-1,2.573035774851301e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
201,..Abnaki,55,-1,1.8868929015576205e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
202,..Potawatomi,985,60,3.379253650971375e-06,2.0584286198810406e-07,ALL OTHER LANGUAGES,.Other Native North American languages
203,..Shawnee,255,-1,8.748321634494422e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
204,..Yurok,350,25,1.2007500282639403e-06,8.576785916171002e-08,ALL OTHER LANGUAGES,.Other Native North American languages
205,..Kutenai,215,-1,7.376035887907062e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
206,..Makah,150,80,5.146071549702602e-07,2.744571493174721e-07,ALL OTHER LANGUAGES,.Other Native North American languages
207,..Kwakiutl,175,-1,6.003750141319702e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
208,..Nootka,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
209,..Upper Chehalis,4,-1,1.3722857465873604e-08,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
210,..Clallam,145,-1,4.974535831379181e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
211,..Coeur d'Alene,95,-1,3.2591786481449807e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
212,..Columbia,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
213,..Salish,1350,100,4.631464394732341e-06,3.430714366468401e-07,ALL OTHER LANGUAGES,.Other Native North American languages
214,..Okanogan,230,110,7.890643042877322e-07,3.773785803115241e-07,ALL OTHER LANGUAGES,.Other Native North American languages
215,..Puget Sound Salish,215,-1,7.376035887907062e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
216,..Quinault,145,-1,4.974535831379181e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
217,..Tillamook,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
218,..Twana,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
219,..Haida,180,-1,6.175285859643121e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
220,..Athapascan,1265,170,4.339853673582527e-06,5.832214422996281e-07,ALL OTHER LANGUAGES,.Other Native North American languages
221,..Ahtena,45,-1,1.5438214649107803e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
222,..Han,60,40,2.0584286198810406e-07,1.3722857465873605e-07,ALL OTHER LANGUAGES,.Other Native North American languages
223,..Ingalit,15,-1,5.1460715497026015e-08,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
224,..Koyukon,65,-1,2.2299643382044607e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
225,..Kuchin,1285,305,4.408467960911895e-06,1.0463678817728622e-06,ALL OTHER LANGUAGES,.Other Native North American languages
226,..Upper Kuskokwim,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
227,..Tanaina,90,-1,3.0876429298215606e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
228,..Tanana,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
229,..Upper Tanana,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
230,..Chasta Costa,165,-1,5.660678704672861e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
231,..Hupa,70,-1,2.401500056527881e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
232,..Other Athapascan-Eyak,25,-1,8.576785916171002e-08,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
233,..Apache,13445,1595,4.612595465716765e-05,5.4719894145170994e-06,ALL OTHER LANGUAGES,.Other Native North American languages
234,..Kiowa,750,30,2.573035774851301e-06,1.0292143099405203e-07,ALL OTHER LANGUAGES,.Other Native North American languages
235,..Tlingit,1240,130,4.254085814420817e-06,4.4599286764089214e-07,ALL OTHER LANGUAGES,.Other Native North American languages
236,..Mountain Maidu,200,-1,6.861428732936802e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
237,..Northwest Maidu,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
238,..Southern Maidu,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
239,..Sierra Miwok,155,-1,5.317607268026021e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
240,..Nomlaki,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
241,..Patwin,4,-1,1.3722857465873604e-08,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
242,..Wintun,135,40,4.631464394732341e-07,1.3722857465873605e-07,ALL OTHER LANGUAGES,.Other Native North American languages
243,..Foothill North Yokuts,225,85,7.719107324553902e-07,2.9161072114981405e-07,ALL OTHER LANGUAGES,.Other Native North American languages
244,..Tachi,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
245,..Santiam,55,-1,1.8868929015576205e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
246,..Siuslaw,10,-1,3.430714366468401e-08,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
247,..Klamath,205,-1,7.032964451260222e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
248,..Nez Perce,805,40,2.761725065007063e-06,1.3722857465873605e-07,ALL OTHER LANGUAGES,.Other Native North American languages
249,..Sahaptian,1295,110,4.442775104576579e-06,3.773785803115241e-07,ALL OTHER LANGUAGES,.Other Native North American languages
250,..Upper Chinook,270,50,9.262928789464682e-07,1.7153571832342004e-07,ALL OTHER LANGUAGES,.Other Native North American languages
251,..Tsimshian,40,15,1.3722857465873605e-07,5.1460715497026015e-08,ALL OTHER LANGUAGES,.Other Native North American languages
252,..Achumawi,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
253,..Atsugewi,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
254,..Karok,445,100,1.5266678930784385e-06,3.430714366468401e-07,ALL OTHER LANGUAGES,.Other Native North American languages
255,..Pomo,485,70,1.6638964677371743e-06,2.401500056527881e-07,ALL OTHER LANGUAGES,.Other Native North American languages
256,..Washo,215,45,7.376035887907062e-07,1.5438214649107803e-07,ALL OTHER LANGUAGES,.Other Native North American languages
257,..Cocomaricopa,35,-1,1.2007500282639404e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
258,..Mohave,200,35,6.861428732936802e-07,1.2007500282639404e-07,ALL OTHER LANGUAGES,.Other Native North American languages
259,..Yuma,290,80,9.949071662758362e-07,2.744571493174721e-07,ALL OTHER LANGUAGES,.Other Native North American languages
260,..Diegueno,295,40,1.0120607381081783e-06,1.3722857465873605e-07,ALL OTHER LANGUAGES,.Other Native North American languages
261,..Delta River Yuman,365,10,1.2522107437609663e-06,3.430714366468401e-08,ALL OTHER LANGUAGES,.Other Native North American languages
262,..Havasupai,145,4,4.974535831379181e-07,1.3722857465873604e-08,ALL OTHER LANGUAGES,.Other Native North American languages
263,..Walapai,300,4,1.0292143099405203e-06,1.3722857465873604e-08,ALL OTHER LANGUAGES,.Other Native North American languages
264,..Yavapai,245,20,8.405250197847582e-07,6.861428732936802e-08,ALL OTHER LANGUAGES,.Other Native North American languages
265,..Chumash,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
266,..Tonkawa,50,-1,1.7153571832342004e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
267,..Yuchi,165,-1,5.660678704672861e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
268,..Crow,4160,215,1.4271771764508548e-05,7.376035887907062e-07,ALL OTHER LANGUAGES,.Other Native North American languages
269,..Hidatsa,625,50,2.1441964790427504e-06,1.7153571832342004e-07,ALL OTHER LANGUAGES,.Other Native North American languages
270,..Mandan,75,20,2.573035774851301e-07,6.861428732936802e-08,ALL OTHER LANGUAGES,.Other Native North American languages
271,..Dakota,17855,1330,6.12554050132933e-05,4.562850107402973e-06,ALL OTHER LANGUAGES,.Other Native North American languages
272,..Chiwere,105,25,3.602250084791821e-07,8.576785916171002e-08,ALL OTHER LANGUAGES,.Other Native North American languages
273,..Winnebago,1720,185,5.90082871032565e-06,6.346821577966542e-07,ALL OTHER LANGUAGES,.Other Native North American languages
274,..Kansa,20,-1,6.861428732936802e-08,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
275,..Omaha,480,15,1.6467428959048325e-06,5.1460715497026015e-08,ALL OTHER LANGUAGES,.Other Native North American languages
276,..Osage,420,-1,1.4409000339167284e-06,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
277,..Ponca,305,25,1.0463678817728622e-06,8.576785916171002e-08,ALL OTHER LANGUAGES,.Other Native North American languages
278,..Quapaw,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
279,..Alabama,370,70,1.2693643155933084e-06,2.401500056527881e-07,ALL OTHER LANGUAGES,.Other Native North American languages
280,..Choctaw,9635,1425,3.305493292092304e-05,4.8887679722174714e-06,ALL OTHER LANGUAGES,.Other Native North American languages
281,..Mikasuki,290,65,9.949071662758362e-07,2.2299643382044607e-07,ALL OTHER LANGUAGES,.Other Native North American languages
282,..Koasati,365,25,1.2522107437609663e-06,8.576785916171002e-08,ALL OTHER LANGUAGES,.Other Native North American languages
283,..Muskogee,4465,710,1.531813964628141e-05,2.435807200192565e-06,ALL OTHER LANGUAGES,.Other Native North American languages
284,..Chetemacha,65,-1,2.2299643382044607e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
285,..Keres,13190,2295,4.525112249371821e-05,7.87348947104498e-06,ALL OTHER LANGUAGES,.Other Native North American languages
286,..Iroquois,165,65,5.660678704672861e-07,2.2299643382044607e-07,ALL OTHER LANGUAGES,.Other Native North American languages
287,..Mohawk,1945,225,6.67273944278104e-06,7.719107324553902e-07,ALL OTHER LANGUAGES,.Other Native North American languages
288,..Oneida,770,65,2.6416500621806687e-06,2.2299643382044607e-07,ALL OTHER LANGUAGES,.Other Native North American languages
289,..Onondaga,75,-1,2.573035774851301e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
290,..Cayuga,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
291,..Seneca,1015,210,3.482175081965427e-06,7.204500169583642e-07,ALL OTHER LANGUAGES,.Other Native North American languages
292,..Tuscarora,240,40,8.233714479524162e-07,1.3722857465873605e-07,ALL OTHER LANGUAGES,.Other Native North American languages
293,..Wyandot,30,-1,1.0292143099405203e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
294,..Cherokee,11465,1460,3.9333140211560215e-05,5.008842975043865e-06,ALL OTHER LANGUAGES,.Other Native North American languages
295,..Arikara,155,40,5.317607268026021e-07,1.3722857465873605e-07,ALL OTHER LANGUAGES,.Other Native North American languages
296,..Caddo,115,-1,3.945321521438661e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
297,..Pawnee,95,-1,3.2591786481449807e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
298,..Wichita,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
299,..Comanche,1015,90,3.482175081965427e-06,3.0876429298215606e-07,ALL OTHER LANGUAGES,.Other Native North American languages
300,..Mono,355,105,1.2179036000962824e-06,3.602250084791821e-07,ALL OTHER LANGUAGES,.Other Native North American languages
301,..Paiute,1305,200,4.477082248241263e-06,6.861428732936802e-07,ALL OTHER LANGUAGES,.Other Native North American languages
302,..Northern Paiute,30,-1,1.0292143099405203e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
303,..Southern Paiute,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
304,..Chemehuevi,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
305,..Kawaiisu,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
306,..Ute,1895,145,6.50120372445762e-06,4.974535831379181e-07,ALL OTHER LANGUAGES,.Other Native North American languages
307,..Shoshoni,2000,180,6.861428732936802e-06,6.175285859643121e-07,ALL OTHER LANGUAGES,.Other Native North American languages
308,..Hopi,6075,1525,2.0841589776295536e-05,5.231839408864311e-06,ALL OTHER LANGUAGES,.Other Native North American languages
309,..Cahuilla,60,-1,2.0584286198810406e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
310,..Cupeno,20,-1,6.861428732936802e-08,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
311,..Luiseno,75,15,2.573035774851301e-07,5.1460715497026015e-08,ALL OTHER LANGUAGES,.Other Native North American languages
312,..Serrano,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
313,..Pima,6990,720,2.3980693421614122e-05,2.4701143438572485e-06,ALL OTHER LANGUAGES,.Other Native North American languages
314,..Yaqui,640,55,2.1956571945397768e-06,1.8868929015576205e-07,ALL OTHER LANGUAGES,.Other Native North American languages
315,..Picuris,155,-1,5.317607268026021e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
316,..Tiwa,2180,100,7.478957318901114e-06,3.430714366468401e-07,ALL OTHER LANGUAGES,.Other Native North American languages
317,..Sandia,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
318,..Tewa,4620,360,1.5849900373084012e-05,1.2350571719286242e-06,ALL OTHER LANGUAGES,.Other Native North American languages
319,..Towa,1925,535,6.604125155451672e-06,1.8354321860605945e-06,ALL OTHER LANGUAGES,.Other Native North American languages
320,..Zuni,9615,1240,3.298631863359368e-05,4.254085814420817e-06,ALL OTHER LANGUAGES,.Other Native North American languages
321,..Chinook Jargon,45,-1,1.5438214649107803e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
322,..American Indian,7110,1175,2.439237914559033e-05,4.031089380600371e-06,ALL OTHER LANGUAGES,.Other Native North American languages
323,..Jicarilla,510,30,1.7496643268988844e-06,1.0292143099405203e-07,ALL OTHER LANGUAGES,.Other Native North American languages
324,..Chiricahua,155,20,5.317607268026021e-07,6.861428732936802e-08,ALL OTHER LANGUAGES,.Other Native North American languages
325,..San Carlos,360,30,1.2350571719286242e-06,1.0292143099405203e-07,ALL OTHER LANGUAGES,.Other Native North American languages
326,..Kalispel,30,-1,1.0292143099405203e-07,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
327,..Spokane,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other Native North American languages
328,.Hungarian,86406,25983,0.0002964343055490687,8.914025138394846e-05,ALL OTHER LANGUAGES,
329,.Arabic,924374,341425,0.0031712631617898616,0.0011713316525714737,ALL OTHER LANGUAGES,
330,.Hebrew,212747,34912,0.0007298741893230529,0.00011977309996214481,ALL OTHER LANGUAGES,
331,.African languages,894499,284099,0.003068770570091618,0.0009746625207993062,ALL OTHER LANGUAGES,subgroup_header
332,..Amharic,195260,81385,0.00066988128719662,0.0002792086887150308,ALL OTHER LANGUAGES,.African languages
333,..Berber,2940,1630,1.0086300237417098e-05,5.592064417343493e-06,ALL OTHER LANGUAGES,.African languages
334,..Chadic,8565,2275,2.9384068548801853e-05,7.804875183715612e-06,ALL OTHER LANGUAGES,.African languages
335,..Cushite,122445,59495,0.00042007382060222335,0.00020411035123303752,ALL OTHER LANGUAGES,.African languages
336,..Sudanic,8510,3935,2.9195379258646092e-05,1.3499861032053157e-05,ALL OTHER LANGUAGES,.African languages
337,..Nilotic,6890,2235,2.3637621984967282e-05,7.667646609056876e-06,ALL OTHER LANGUAGES,.African languages
338,..Nilo-Hamitic,1275,575,4.374160817247211e-06,1.9726607607193306e-06,ALL OTHER LANGUAGES,.African languages
339,..Nubian,305,185,1.0463678817728622e-06,6.346821577966542e-07,ALL OTHER LANGUAGES,.African languages
340,..Saharan,80,-1,2.744571493174721e-07,-1.0,ALL OTHER LANGUAGES,.African languages
341,..Nilo-Saharan,270,155,9.262928789464682e-07,5.317607268026021e-07,ALL OTHER LANGUAGES,.African languages
342,..Khoisan,55,20,1.8868929015576205e-07,6.861428732936802e-08,ALL OTHER LANGUAGES,.African languages
343,..Swahili,88685,22055,0.0003042529035902501,7.566440535246058e-05,ALL OTHER LANGUAGES,.African languages
344,..Bantu,56685,16635,0.0001944700438632613,5.706993348620185e-05,ALL OTHER LANGUAGES,.African languages
345,..Mande,29835,10370,0.00010235536312358474,3.5576507980277315e-05,ALL OTHER LANGUAGES,.African languages
346,..Fulani,30475,11745,0.00010455102031812451,4.0293740234171365e-05,ALL OTHER LANGUAGES,.African languages
347,..Gur,1310,405,4.4942358200736055e-06,1.3894393184197024e-06,ALL OTHER LANGUAGES,.African languages
348,"..Kru, Ibo, Yoruba",322255,64690,0.0011055648581662744,0.00022193291236684087,ALL OTHER LANGUAGES,.African languages
349,..Efik,5620,905,1.9280614739552413e-05,3.104796501653903e-06,ALL OTHER LANGUAGES,.African languages
350,..Mbum (and related),715,370,2.4529607720249066e-06,1.2693643155933084e-06,ALL OTHER LANGUAGES,.African languages
351,..African,12320,5000,4.22664009948907e-05,1.7153571832342003e-05,ALL OTHER LANGUAGES,.African languages
352,.Other and unspecified languages,143887,58617,0.0004936351980480388,0.00020109818401927825,ALL OTHER LANGUAGES,subgroup_header
353,..Finnish,25805,4350,8.852958422671709e-05,1.4923607494137544e-05,ALL OTHER LANGUAGES,.Other and unspecified languages
354,..Estonian,6035,1335,2.07043612016368e-05,4.580003679235316e-06,ALL OTHER LANGUAGES,.Other and unspecified languages
355,..Lapp,-1,-1,-1.0,-1.0,ALL OTHER LANGUAGES,.Other and unspecified languages
356,..Other Uralic languages,20,-1,6.861428732936802e-08,-1.0,ALL OTHER LANGUAGES,.Other and unspecified languages
357,..Caucasian,8980,4280,3.080781501088624e-05,1.4683457488484756e-05,ALL OTHER LANGUAGES,.Other and unspecified languages
358,..Basque,1860,635,6.381128721631226e-06,2.1785036227074345e-06,ALL OTHER LANGUAGES,.Other and unspecified languages
359,..Syriac,74725,33600,0.00025636013103435125,0.00011527200271333827,ALL OTHER LANGUAGES,.Other and unspecified languages
360,..Aztecan,720,400,2.4701143438572485e-06,1.3722857465873603e-06,ALL OTHER LANGUAGES,.Other and unspecified languages
361,..Sonoran,60,60,2.0584286198810406e-07,2.0584286198810406e-07,ALL OTHER LANGUAGES,.Other and unspecified languages
362,..Misumalpan,95,35,3.2591786481449807e-07,1.2007500282639404e-07,ALL OTHER LANGUAGES,.Other and unspecified languages
363,..Mayan languages,7650,5730,2.6244964903483267e-05,1.965799331986394e-05,ALL OTHER LANGUAGES,.Other and unspecified languages
364,..Tarascan,60,40,2.0584286198810406e-07,1.3722857465873605e-07,ALL OTHER LANGUAGES,.Other and unspecified languages
365,..Mapuche,210,195,7.204500169583642e-07,6.689893014613382e-07,ALL OTHER LANGUAGES,.Other and unspecified languages
366,..Oto - Manguen,5100,4425,1.7496643268988843e-05,1.5180911071622674e-05,ALL OTHER LANGUAGES,.Other and unspecified languages
367,..Quechua,1300,1000,4.459928676408921e-06,3.430714366468401e-06,ALL OTHER LANGUAGES,.Other and unspecified languages
368,..Arawakian,3150,925,1.0806750254375462e-05,3.1734107889832707e-06,ALL OTHER LANGUAGES,.Other and unspecified languages
369,..Chibchan,1095,865,3.756632231282899e-06,2.967567926995167e-06,ALL OTHER LANGUAGES,.Other and unspecified languages
370,..Tupi-Guarani,245,155,8.405250197847582e-07,5.317607268026021e-07,ALL OTHER LANGUAGES,.Other and unspecified languages
371,..Uncodable,6760,595,2.319162911732639e-05,2.0412750480486984e-06,ALL OTHER LANGUAGES,.Other and unspecified languages
